22.73,46.47,Galbena,Alba
22.77,46.52,Hodobana,Alba
22.72,46.48,Izlaz,Alba
22.78,46.48,Pantesti,Alba
22.74,46.45,Patrahaitesti,Alba
22.73,46.51,Poienita,Alba
22.78,46.48,Ravicesti,Alba
22.8,46.47,Sturu,Alba
22.75,46.47,Stei-Arieseni,Alba
22.72,46.48,Vanvucesti,Alba
22.83,46.36,Avram Iancu,Alba
22.8,46.39,Achimetesti,Alba
22.82,46.39,Avramesti,Alba
22.76,46.41,Badai,Alba
22.84,46.34,Boldesti,Alba
22.79,46.4,Calugaresti,Alba
22.76,46.39,Casoaia,Alba
22.77,46.42,Candesti,Alba
22.83,46.38,Carasti,Alba
22.79,46.39,Cartulesti,Alba
22.81,46.36,Cocesti,Alba
22.81,46.37,Cocosesti,Alba
22.82,46.36,Coroiesti,Alba
22.84,46.34,Dealu Crisului,Alba
22.84,46.37,Dolesti,Alba
22.8,46.39,Dumacesti,Alba
22.83,46.38,Gojeiesti,Alba
22.84,46.36,Heleresti,Alba
22.86,46.36,Incesti,Alba
22.83,46.35,Jojei,Alba
22.86,46.36,Martesti,Alba
22.8,46.38,Orgesti,Alba
22.85,46.37,Patrutesti,Alba
22.77,46.4,Plai,Alba
22.86,46.36,Puselesti,Alba
22.83,46.36,Soicesti,Alba
22.84,46.35,Stertesti,Alba
22.8,46.38,Tarsa,Alba
22.78,46.39,Tarsa-Plai,Alba
22.83,46.34,Valea Maciului,Alba
22.82,46.35,Valea Utului,Alba
22.79,46.38,Verdesti,Alba
22.83,46.34,Vidrisoara,Alba
23.28,46.38,Baia de Aries,Alba
23.32,46.4,Brazesti,Alba
23.32,46.38,Cioara de Sus,Alba
23.26,46.37,Muncelu,Alba
23.3,46.39,Sartas,Alba
23.32,46.35,Simulesti,Alba
23.74,46.08,Berghin,Alba
23.72,46.03,Ghirbom,Alba
23.73,46.11,Henig,Alba
23.69,46.07,Straja,Alba
23.1,46.38,Bistra,Alba
23.14,46.44,Aronesti,Alba
23.1,46.42,Balesti,Alba
23.1,46.42,Balesti-Catun,Alba
23.13,46.36,Barlesti,Alba
23.09,46.45,Cheleteni,Alba
23.11,46.39,Ciuldesti,Alba
23.11,46.36,Cretesti,Alba
23.12,46.39,Dealu Muntelui,Alba
23.08,46.42,Dambureni,Alba
23.1,46.43,Durasti,Alba
23.13,46.39,Ganesti,Alba
23.14,46.39,Garde,Alba
23.09,46.4,Hodisesti,Alba
23.1,46.39,Hudricesti,Alba
23.09,46.39,Lipaia,Alba
23.13,46.38,Lunca Larga,Alba
23.1,46.37,Lunca Merilor,Alba
23.11,46.35,Mihaiesti,Alba
23.13,46.4,Namas,Alba
23.14,46.42,Novacesti,Alba
23.15,46.35,Perjesti,Alba
23.1,46.44,Poiana,Alba
23.1,46.39,Poiu,Alba
23.09,46.41,Ratitis,Alba
23.16,46.41,Runcuri,Alba
23.08,46.4,Salagesti,Alba
23.13,46.37,Stefanca,Alba
23.14,46.35,Tolacesti,Alba
23.09,46.43,Tomnatec,Alba
23.13,46.41,Trisoresti,Alba
23.12,46.4,Taranesti,Alba
23.16,46.34,Varsi-Rontu,Alba
23.13,46.34,Varsii Mari,Alba
23.12,46.35,Varsii Mici,Alba
23.39,45.98,Blandiana,Alba
23.36,45.97,Acmariu,Alba
23.36,46.02,Ibru,Alba
23.34,46.04,Poieni,Alba
23.33,46.03,Racatau,Alba
23.18,46.26,Bucium,Alba
23.1,46.25,Anghelesti,Alba
23.16,46.29,Bisericani,Alba
23.12,46.26,Bucium-Sat,Alba
23.11,46.25,Cerbu,Alba
23.19,46.26,Ciuculesti,Alba
23.14,46.25,Coleseni,Alba
23.13,46.27,Dogaresti,Alba
23.11,46.24,Feresti,Alba
23.15,46.29,Floresti,Alba
23.16,46.25,Gura Izbitei,Alba
23.14,46.28,Helesti,Alba
23.17,46.24,Izbicioara,Alba
23.14,46.24,Izbita,Alba
23.18,46.3,Jurcuiesti,Alba
23.19,46.25,Lupulesti,Alba
23.14,46.25,Magura,Alba
23.15,46.29,Muntari,Alba
23.16,46.29,Petreni,Alba
23.17,46.3,Poiana,Alba
23.21,46.25,Poieni,Alba
23.21,46.24,Stalnisoara,Alba
23.14,46.26,Valea Abruzel,Alba
23.21,46.25,Valea Alba,Alba
23.12,46.24,Valea Cerbului,Alba
23.22,46.24,Valea Negrilesii,Alba
23.14,46.23,Valea Poienii,Alba
23.18,46.28,Valea Sesii,Alba
23.16,46.28,Valeni,Alba
23.16,46.27,Valcea,Alba
24.01,46.06,Cenade,Alba
24.02,46.09,Capu Dealului,Alba
24.01,46.09,Gorgan,Alba
23.92,46.1,Cergau Mare,Alba
23.94,46.08,Cergau Mic,Alba
23.97,46.1,Lupu,Alba
23.27,45.97,Ceru-Bacainti,Alba
23.26,46,Bolovanesti,Alba
23.29,46.02,Bulbuc,Alba
23.26,45.99,Cucuta,Alba
23.28,45.98,Curpeni,Alba
23.27,45.98,Dumbravita,Alba
23.27,46.03,Fantanele,Alba
23.25,46.01,Grosi,Alba
23.26,46.02,Valea Mare,Alba
23.29,46,Viezuri,Alba
24.17,46.25,Cetatea de Balta,Alba
24.18,46.17,Craciunelu de Sus,Alba
24.15,46.24,Santamarie,Alba
24.17,46.2,Tatarlaua,Alba
23.03,46.26,Ciuruleasa,Alba
23.02,46.26,Bidigesti,Alba
22.97,46.27,Bodresti,Alba
23.01,46.26,Boglesti,Alba
23.04,46.23,Buninginea,Alba
23.07,46.24,Ghedulesti,Alba
23.01,46.23,Matisesti,Alba
23.02,46.22,Moraresti,Alba
22.97,46.24,Vulcan,Alba
23.66,45.89,Calnic,Alba
23.67,45.94,Cut,Alba
23.63,45.86,Deal,Alba
23.57,46.18,Cricau,Alba
23.53,46.19,Craiva,Alba
23.56,46.2,Tibru,Alba
23.84,46.17,Craciunelu de Jos,Alba
23.84,46.19,Bucerdea Granoasa,Alba
23.82,46.22,Cornu,Alba
23.88,46.2,Padure,Alba
23.89,46.22,Panca,Alba
23.67,46.01,Daia Romana,Alba
23.84,45.97,Dostat,Alba
23.8,45.95,Boz,Alba
23.85,45.96,Dealu Dostatului,Alba
24.01,46.34,Farau,Alba
23.98,46.36,Heria,Alba
24.06,46.31,Medves,Alba
24.05,46.31,Sanbenedic,Alba
24.11,46.33,Silea,Alba
23.62,46.18,Galda de Jos,Alba
23.59,46.21,Benic,Alba
23.59,46.24,Cetea,Alba
23.56,46.22,Galda de Sus,Alba
23.55,46.22,Lupseni,Alba
23.54,46.24,Magura,Alba
23.6,46.19,Mesentea,Alba
23.63,46.16,Oiejdea,Alba
23.53,46.24,Poiana Galdei,Alba
23.5,46.27,Raicani,Alba
23.54,46.23,Zagris,Alba
23.72,45.86,Garbova,Alba
23.66,45.83,Carpinis,Alba
23.67,45.87,Reciu,Alba
22.83,46.46,Garda de Sus,Alba
22.77,46.43,Biharia,Alba
22.83,46.49,Dealu Frumos,Alba
22.84,46.51,Dealu Ordancusii,Alba
22.82,46.47,Dobresti,Alba
22.82,46.49,Ghetari,Alba
22.81,46.48,Garda Seaca,Alba
22.83,46.48,Hanasesti,Alba
22.84,46.45,Huzaresti,Alba
22.84,46.46,Izvoarele,Alba
22.84,46.47,Mununa,Alba
22.81,46.51,Ocoale,Alba
22.82,46.44,Plai,Alba
22.8,46.49,Plisti,Alba
22.77,46.44,Scoarta,Alba
22.8,46.44,Sucesti,Alba
22.79,46.45,Snide,Alba
23.87,46.32,Hoparta,Alba
23.88,46.34,Silivas,Alba
23.91,46.34,Spalnaca,Alba
23.92,46.31,Turdas,Alba
23.94,46.35,Vama Seaca,Alba
22.95,46.5,Horea,Alba
22.97,46.5,Baba,Alba
22.94,46.51,Butesti,Alba
22.92,46.52,Darlesti,Alba
22.94,46.49,Fericet,Alba
22.95,46.52,Giurgiut,Alba
22.96,46.49,Mancesti,Alba
22.9,46.51,Matisesti,Alba
22.96,46.5,Niculesti,Alba
22.98,46.52,Patrusesti,Alba
22.94,46.54,Petreasa,Alba
22.98,46.51,Preluca,Alba
22.98,46.51,Teiu,Alba
22.93,46.53,Trifesti,Alba
22.96,46.53,Zanzesti,Alba
23.52,46.15,Ighiu,Alba
23.53,46.16,Bucerdea Vanoasa,Alba
23.48,46.15,Ighiel,Alba
23.54,46.13,Sard,Alba
23.5,46.16,Telna,Alba
23.41,46.24,Intregalde,Alba
23.43,46.28,Dealu Geoagiului,Alba
23.33,46.24,Ghioncani,Alba
23.39,46.27,Iliesti,Alba
23.39,46.23,Ivanis,Alba
23.39,46.27,Marinesti,Alba
23.42,46.25,Modolesti,Alba
23.37,46.21,Necrilesti,Alba
23.4,46.26,Popesti,Alba
23.31,46.22,Sfarcea,Alba
23.48,46.27,Tecsesti,Alba
24.11,46.22,Jidvei,Alba
24.06,46.19,Balcaciu,Alba
24.11,46.24,Capalna de Jos,Alba
24.14,46.23,Feisa,Alba
24.14,46.27,Veseus,Alba
23.64,46.35,Livezile,Alba
23.54,46.4,Izvoarele,Alba
23.61,46.36,Poiana Aiudului,Alba
23.56,46.39,Valisoara,Alba
23.82,46.29,Lopadea Noua,Alba
23.89,46.3,Asinip,Alba
23.82,46.25,Beta,Alba
23.79,46.31,Bagau,Alba
23.91,46.27,Cicard,Alba
23.86,46.28,Ciuguzel,Alba
23.88,46.25,Ocnisoara,Alba
23.84,46.26,Odverem,Alba
23.91,46.43,Lunca Muresului,Alba
23.96,46.43,Gura Ariesului,Alba
23.21,46.37,Lupsa,Alba
23.19,46.31,Bardesti,Alba
23.24,46.36,Barzan,Alba
23.21,46.34,Curmatura,Alba
23.16,46.34,Dupa Deal,Alba
23.21,46.33,Geamana,Alba
23.21,46.36,Hadarau,Alba
23.23,46.32,Holobani,Alba
23.17,46.34,Lazuri,Alba
23.22,46.38,Lunca,Alba
23.17,46.38,Manastire,Alba
23.23,46.36,Margaia,Alba
23.17,46.36,Musca,Alba
23.17,46.37,Pitiga,Alba
23.21,46.35,Parau-Carbunari,Alba
23.2,46.36,Posogani,Alba
23.21,46.32,Sasa,Alba
23.2,46.32,Trifesti,Alba
23.2,46.32,Valea Holhorii,Alba
23.23,46.38,Valea Lupsii,Alba
23.24,46.38,Valea Sesii,Alba
23.21,46.35,Vai,Alba
23.23,46.32,Vinta,Alba
23.42,46.1,Metes,Alba
23.45,46.12,Ampoita,Alba
23.41,46.1,Isca,Alba
23.39,46.14,Lunca Ampoitei,Alba
23.37,46.14,Lunca Metesului,Alba
23.49,46.1,Padurea,Alba
23.39,46.09,Poiana Ampoiului,Alba
23.44,46.07,Poiana Ursului,Alba
23.33,46.1,Presaca Ampoiului,Alba
23.43,46.12,Remetea,Alba
23.47,46.1,Tauti,Alba
23.43,46.09,Valeni,Alba
23.73,46.16,Mihalt,Alba
23.75,46.19,Cistei,Alba
23.77,46.17,Obreja,Alba
23.71,46.18,Zaries,Alba
23.71,46.37,Miraslau,Alba
23.68,46.4,Cicau,Alba
23.76,46.38,Decea,Alba
23.66,46.38,Lopadea Veche,Alba
23.72,46.4,Ormenis,Alba
23.63,46.39,Rachis,Alba
23.28,46.28,Mogos,Alba
23.33,46.28,Barbesti,Alba
23.29,46.26,Barlesti,Alba
23.38,46.29,Barlesti-Catun,Alba
23.35,46.31,Barzogani,Alba
23.35,46.28,Bocesti,Alba
23.35,46.29,Bogdanesti,Alba
23.35,46.3,Butesti,Alba
23.37,46.28,Cojocani,Alba
23.3,46.28,Cristesti,Alba
23.28,46.29,Mamaligani,Alba
23.32,46.27,Negresti,Alba
23.42,46.3,Oncesti,Alba
23.24,46.28,Poienile-Mogos,Alba
23.36,46.3,Tomesti,Alba
23.27,46.3,Valea Barlutesti,Alba
23.34,46.27,Valea Barnii,Alba
23.29,46.3,Valea Cocesti,Alba
23.28,46.31,Valea Giogesti,Alba
23.28,46.23,Valea Mlacii,Alba
23.26,46.26,Valea Tupilor,Alba
23.93,46.41,Noslac,Alba
23.94,46.41,Captalan,Alba
23.98,46.42,Copand,Alba
24.01,46.41,Gabud,Alba
24,46.43,Stana de Mures,Alba
23.99,46.41,Valea Ciuciului,Alba
23.47,46.48,Ocolis,Alba
23.43,46.53,Lunca Larga,Alba
23.45,46.5,Runc,Alba
23.52,46.48,Vidolm,Alba
23.79,46.07,Ohaba,Alba
23.79,46.11,Colibi,Alba
23.82,46.05,Maghierat,Alba
23.81,46.1,Secasel,Alba
23.48,45.9,Pianu de Sus,Alba
23.49,45.94,Pianu de Jos,Alba
23.51,45.84,Plaiuri,Alba
23.49,45.83,Purcareti,Alba
23.5,45.86,Strungari,Alba
22.88,46.4,Poiana Vadului,Alba
22.86,46.41,Costesti,Alba
22.86,46.4,Duduieni,Alba
22.91,46.4,Fagetu de Jos,Alba
22.84,46.4,Fagetu de Sus,Alba
22.85,46.39,Hanasesti,Alba
22.91,46.41,Lupaiesti,Alba
22.92,46.41,Morcanesti,Alba
22.83,46.41,Pastesti,Alba
22.83,46.42,Petelei,Alba
22.88,46.41,Stanesti,Alba
23.4,46.34,Ponor,Alba
23.44,46.31,Dupa Deal,Alba
23.38,46.31,Geogel,Alba
23.4,46.29,Macaresti,Alba
23.37,46.32,Valea Bucurului,Alba
23.44,46.35,Vale In Jos,Alba
23.44,46.43,Posaga de Jos,Alba
23.3,46.45,Cortesti,Alba
23.29,46.46,Incesti,Alba
23.46,46.44,Lunca,Alba
23.34,46.45,Orasti,Alba
23.38,46.46,Posaga de Sus,Alba
23.31,46.49,Sagagea,Alba
23.72,46.27,Radesti,Alba
23.73,46.25,Leorint,Alba
23.74,46.24,Mescreac,Alba
23.79,46.23,Soimus,Alba
23.57,46.45,Rametea,Alba
23.56,46.42,Coltesti,Alba
23.53,46.31,Ramet,Alba
23.44,46.29,Botani,Alba
23.47,46.33,Bradesti,Alba
23.46,46.3,Cheia,Alba
23.55,46.33,Cotorasti,Alba
23.5,46.34,Floresti,Alba
23.53,46.34,Olteni,Alba
23.52,46.32,Valea Fagetului,Alba
23.51,46.33,Valea Inzelului,Alba
23.52,46.3,Valea Manastirii,Alba
23.47,46.35,Valea Poienii,Alba
23.51,46.31,Valea Uzei,Alba
23.56,46.31,Vladesti,Alba
23.13,46.31,Rosia Montana,Alba
23.09,46.31,Balmosesti,Alba
23.09,46.3,Blidesti,Alba
23.12,46.28,Bunta,Alba
23.06,46.32,Carpinis,Alba
23.06,46.31,Coasta Hentii,Alba
23.13,46.29,Corna,Alba
23.06,46.33,Curaturi,Alba
23.04,46.3,Daroaia,Alba
23.12,46.33,Garda-Barbulesti,Alba
23.06,46.31,Gura Rosiei,Alba
23.07,46.31,Iacobesti,Alba
23.08,46.31,Ignatesti,Alba
23.07,46.33,Soal,Alba
23.13,46.31,Tarina,Alba
23.09,46.32,Vartop,Alba
23.89,46.06,Rosia de Secas,Alba
23.84,46.07,Tau,Alba
23.83,46.02,Ungurei,Alba
23.42,46.4,Salciua de Jos,Alba
23.39,46.38,Dealu Caselor,Alba
23.43,46.37,Dumesti,Alba
23.4,46.39,Salciua de Sus,Alba
23.45,46.38,Sub Piatra,Alba
23.4,46.37,Valea Larga,Alba
23.4,45.91,Salistea,Alba
23.42,45.91,Margineni,Alba
23.43,45.9,Salistea-Deal,Alba
23.41,45.93,Tartaria,Alba
23.58,45.88,Sasciori,Alba
23.6,45.85,Capalna,Alba
23.6,45.88,Dumbrava,Alba
23.58,45.87,Laz,Alba
23.55,45.86,Loman,Alba
23.58,45.8,Plesi,Alba
23.52,45.88,Rachita,Alba
23.57,45.89,Sebesel,Alba
23.53,45.81,Tonea,Alba
22.88,46.46,Scarisoara,Alba
22.88,46.42,Barlesti,Alba
22.9,46.43,Botesti,Alba
22.86,46.43,Fata-Lazesti,Alba
22.9,46.44,Floresti,Alba
22.91,46.42,Lazesti,Alba
22.9,46.48,Lespezea,Alba
22.88,46.43,Matei,Alba
22.86,46.51,Negesti,Alba
22.85,46.49,Preluca,Alba
22.89,46.48,Runc,Alba
22.85,46.52,Sfoartea,Alba
22.92,46.45,Stiuleti,Alba
22.87,46.48,Trancesti,Alba
23.95,46.2,Sancel,Alba
23.94,46.21,Iclod,Alba
23.96,46.22,Panade,Alba
23.65,46.14,Santimbru,Alba
23.69,46.16,Coslariu,Alba
23.68,46.1,Dumitra,Alba
23.66,46.14,Galtiu,Alba
23.66,46.11,Totoi,Alba
23.01,46.34,Sohodol,Alba
23.01,46.32,Bazesti,Alba
23.01,46.34,Bilanesti,Alba
22.99,46.34,Bobaresti,Alba
22.99,46.33,Bradeana,Alba
23.01,46.37,Burzonesti,Alba
23,46.3,Deoncesti,Alba
23.02,46.36,Dilimani,Alba
22.99,46.31,Furduiesti,Alba
23.03,46.35,Gura Sohodol,Alba
22.98,46.34,Hoanca,Alba
22.94,46.32,Joldisesti,Alba
23.02,46.36,Lazuri,Alba
22.98,46.3,Lehesti,Alba
22.94,46.33,Luminesti,Alba
22.95,46.3,Medresti,Alba
23.02,46.34,Moraresti,Alba
23,46.29,Munesti,Alba
23.01,46.35,Napaiesti,Alba
23.01,46.34,Nelegesti,Alba
23.01,46.32,Nicoresti,Alba
22.98,46.34,Peles,Alba
22.97,46.3,Poiana,Alba
22.99,46.3,Robesti,Alba
22.98,46.34,Sicoiesti,Alba
23,46.32,Surdesti,Alba
22.99,46.35,Sebisesti,Alba
23,46.31,Simocesti,Alba
22.98,46.29,Toci,Alba
22.95,46.31,Valea Verde,Alba
23.02,46.34,Vladosesti,Alba
23.64,46.22,Stremt,Alba
23.52,46.29,Fata Pietrii,Alba
23.59,46.25,Geoagiu de Sus,Alba
23.62,46.26,Geomal,Alba
23.34,45.94,Sibot,Alba
23.36,45.94,Balomiru de Camp,Alba
23.28,45.94,Bacainti,Alba
23.31,45.94,Saracsau,Alba
24.02,46.22,Sona,Alba
24,46.29,Alecus,Alba
24,46.23,Biia,Alba
23.93,46.26,Doptau,Alba
23.99,46.22,Lunca Tarnavei,Alba
24.06,46.25,Sanmiclaus,Alba
24.03,46.28,Valea Sasului,Alba
23.78,45.97,Spring,Alba
23.71,45.97,Carpen,Alba
23.71,45.99,Carpenii de Sus,Alba
23.72,45.93,Cunta,Alba
23.74,45.94,Drasov,Alba
23.75,46.01,Vingard,Alba
23.63,45.78,Sugag,Alba
23.6,45.74,Arti,Alba
23.57,45.76,Barsana,Alba
23.64,45.77,Dobra,Alba
23.59,45.72,Jidostina,Alba
23.59,45.79,Martinie,Alba
23.58,45.68,Tau Bistra,Alba
23.68,46.21,Teius,Alba
23.72,46.24,Beldiu,Alba
23.73,46.21,Capud,Alba
23.68,46.18,Coslariu Nou,Alba
23.74,46.22,Petelca,Alba
23.81,46.4,Unirea,Alba
23.74,46.42,Ciugudu de Jos,Alba
23.71,46.43,Ciugudu de Sus,Alba
23.77,46.44,Dumbrava,Alba
23.79,46.39,Inoc,Alba
23.74,46.45,Mahaceni,Alba
22.97,46.4,Vadu Motilor,Alba
22.99,46.41,Bodesti,Alba
22.95,46.4,Burzesti,Alba
22.97,46.42,Dealu Frumos,Alba
22.94,46.42,Lazesti,Alba
22.99,46.39,Necsesti,Alba
22.96,46.41,Poduri-Bricesti,Alba
22.96,46.4,Popestii de Jos,Alba
22.94,46.41,Popestii de Sus,Alba
22.93,46.41,Tomutesti,Alba
22.93,46.43,Totesti,Alba
22.94,46.4,Valtori,Alba
24.05,46.13,Valea Lunga,Alba
24.17,46.15,Faget,Alba
24.01,46.15,Glogovet,Alba
24.07,46.12,Lodroman,Alba
24.07,46.11,Lunca,Alba
24.13,46.15,Tauni,Alba
22.89,46.37,Vidra,Alba
22.92,46.34,Bai,Alba
23,46.37,Bobaresti,Alba
22.99,46.36,Bogdanesti,Alba
22.93,46.36,Bordestii Poieni,Alba
22.95,46.38,Culdesti,Alba
22.92,46.39,Dealu Goiesti,Alba
22.96,46.37,Dos,Alba
22.91,46.37,Dosu Luncii,Alba
22.87,46.37,Dosu Vasesti,Alba
22.98,46.37,Dragoiesti-Lunca,Alba
22.96,46.38,Ficaresti,Alba
22.85,46.38,Gligoresti,Alba
22.92,46.38,Goiesti,Alba
22.93,46.39,Haiducesti,Alba
22.9,46.35,Harasti,Alba
22.92,46.34,Hoanca,Alba
22.88,46.38,Jeflesti,Alba
22.91,46.37,Lunca,Alba
22.88,46.37,Lunca Bisericii,Alba
22.9,46.37,Lunca de Jos,Alba
22.91,46.38,Lunca Goiesti,Alba
22.94,46.38,Lunca Vesesti,Alba
22.88,46.38,Modolesti,Alba
22.88,46.36,Nemesi,Alba
22.94,46.38,Oidesti,Alba
23,46.37,Pitarcesti,Alba
22.95,46.36,Plescuta,Alba
22.91,46.35,Poieni,Alba
22.97,46.37,Ponorel,Alba
22.99,46.37,Puiuletesti,Alba
22.99,46.38,Runc,Alba
22.86,46.38,Segaj,Alba
22.94,46.37,Urdes,Alba
22.96,46.36,Valea Morii,Alba
22.9,46.38,Vasesti,Alba
22.94,46.37,Valcaneasa,Alba
22.88,46.39,Valcesti,Alba
22.95,46.37,Vartanesti,Alba
23.49,45.99,Vintu de Jos,Alba
23.47,46.04,Ciocasu,Alba
23.45,46,Campu Goblii,Alba
23.49,46.04,Criseni,Alba
23.44,46,Dealu Ferului,Alba
23.41,46.04,Gura Cutului,Alba
23.44,46.04,Hategana,Alba
23.45,46.04,Inuri,Alba
23.42,46.05,Laz,Alba
23.43,46.04,Matacina,Alba
23.43,45.99,Mereteu,Alba
23.49,46.01,Parau lui Mihai,Alba
23.46,46.03,Poienita,Alba
23.49,46.03,Stauini,Alba
23.47,46,Valea Goblii,Alba
23.47,46.03,Valea lui Mihai,Alba
23.46,46.02,Valea Vintului,Alba
23.47,46,Vurpar,Alba
21.31,46.19,Arad,Arad
21.39,46.12,Fantanele,Arad
21.49,46.09,Alunis,Arad
21.46,46.1,Frumuseni,Arad
21.37,46.08,Tisa Noua,Arad
21.39,46.23,Livada,Arad
21.39,46.21,Sanleani,Arad
21.31,46.28,Sofronea,Arad
21.27,46.26,Sanpaul,Arad
21.41,46.16,Vladimirescu,Arad
21.48,46.15,Cicir,Arad
21.46,46.21,Horia,Arad
21.47,46.15,Mandruloc,Arad
21.51,46.52,Chisineu-Cris,Arad
21.51,46.48,Nadab,Arad
21.31,46.34,Curtici,Arad
21.24,46.35,Dorobanti,Arad
21.84,46.43,Ineu,Arad
21.82,46.39,Mocrea,Arad
21.7,46.09,Lipova,Arad
21.69,46.09,Radna,Arad
21.72,46.11,Soimos,Arad
20.75,46.17,Nadlac,Arad
21.69,46.33,Pancota,Arad
21.71,46.29,Maderat,Arad
22.13,46.37,Sebis,Arad
22.18,46.39,Donceni,Arad
22.12,46.42,Prunisor,Arad
22.19,46.37,Salajeni,Arad
22.23,46.28,Almas,Arad
22.26,46.28,Cil,Arad
22.18,46.3,Joia Mare,Arad
22.25,46.27,Radesti,Arad
21.78,46.62,Apateu,Arad
21.85,46.64,Berechiu,Arad
21.85,46.62,Motiori,Arad
22.05,46.48,Archis,Arad
22.13,46.49,Barzesti,Arad
22.12,46.5,Groseni,Arad
22.08,46.47,Nermis,Arad
22.04,46.02,Bata,Arad
22.1,45.98,Bacau de Mijloc,Arad
22.11,46,Bulci,Arad
22.07,45.99,Tela,Arad
21.99,46.49,Beliu,Arad
22,46.53,Benesti,Arad
